age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,country,salary,predicted_salary,id
"(61,90]",Other,167358,<= 12th,"[1,8]",Spouseless,Other,Unmarried,White or Asian-Pac-Islander,Female,<40,US,0,0,196
"(43,54]",Self-emp-not-inc,335183,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,Other,Male,40,US,1,0,197
"(37,43]",Private,341204,Associate,"(10,12]",Spouseless,Prof-specialty,Unmarried,White or Asian-Pac-Islander,Female,40,US,1,0,198
"[17,21]",Other,114746,<= 12th,"[1,8]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,40,Non-US,0,0,199
"(43,54]",Federal-gov,110457,Some-college,"(9,10]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,200
"[17,21]",Self-emp-not-inc,368700,<= 12th,"[1,8]",Spouseless,Agriculture,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,201
"[17,21]",Private,102726,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,202
"(21,23]",Local-gov,430828,Some-college,"(9,10]",Spouseless,Exec-managerial,Unmarried,Other,Male,40,US,0,0,203
"[17,21]",State-gov,59342,<= 12th,"[1,8]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,204
"(61,90]",Other,149422,<= 12th,"[1,8]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,205
"(25,29]",Private,167350,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,206
"(43,54]",Local-gov,113000,Some-college,"(9,10]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,207
"(21,23]",State-gov,335453,Bachelors,"(12,13]",Spouseless,Tech and Secutity,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,208
"(33,35]",Private,203628,Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,1,0,209
"(29,33]",Private,118710,Masters,"(13,16]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,210
"(35,37]",Local-gov,110866,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,211
"[17,21]",Private,163870,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,212
"(29,33]",Self-emp-not-inc,80145,Some-college,"(9,10]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,213
"(43,54]",Private,295566,Above Masters,"(13,16]",Spouseless,Prof-specialty,Unmarried,White or Asian-Pac-Islander,Female,>40,US,1,0,214
"(37,43]",Private,229148,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,Other,Male,40,Non-US,0,0,215
"[17,21]",Private,208103,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,216
"(37,43]",Private,144995,Associate,"(10,12]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,217
"(29,33]",Private,194141,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,218
"(33,35]",Private,217460,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,219
"(37,43]",Private,125831,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,220
"(25,29]",Private,271328,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,221
"(37,43]",Private,162140,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,222
"(21,23]",Private,352139,Some-college,"(9,10]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,223
"(25,29]",Private,181655,Associate,"(10,12]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,224
"(54,61]",Private,156052,High School,"(8,9]",Spouseless,Service,Unmarried,Other,Female,<40,US,0,0,225
"[17,21]",Private,192453,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,226
"[17,21]",Private,316929,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,227
"(29,33]",Private,267736,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,Other,Female,40,US,0,0,228
"(21,23]",Private,145111,High School,"(8,9]",Spouseless,Transport-moving,Unmarried,White or Asian-Pac-Islander,Male,>40,US,0,0,229
"(43,54]",Private,285854,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,230
"(35,37]",Private,101460,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,231
"(43,54]",Private,386773,Bachelors,"(12,13]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,1,0,232
"(29,33]",Private,283268,<= 12th,"[1,8]",Spouseless,Service,Unmarried,White or Asian-Pac-Islander,Female,>40,US,0,0,233
"(21,23]",Private,151790,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,234
"(43,54]",Self-emp-not-inc,106252,Bachelors,"(12,13]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,235
"(29,33]",Private,188557,High School,"(8,9]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,236
"(25,29]",Private,171114,Some-college,"(9,10]",Spouseless,Agriculture,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,237
"(35,37]",Private,51838,Some-college,"(9,10]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,238
"(25,29]",Private,196690,Associate,"(10,12]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,239
"(37,43]",Private,130760,Associate,"(10,12]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,240
"(37,43]",Self-emp-not-inc,49572,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,241
"(21,23]",Private,211046,High School,"(8,9]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,242
"(54,61]",Private,128831,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,243
"(23,25]",Private,316688,High School,"(8,9]",Spouseless,Machine-op-inspct,Not-in-family,Other,Male,40,US,0,0,244
"(37,43]",Private,274363,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,1,245
"(29,33]",Private,51471,High School,"(8,9]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Female,<40,US,0,0,246
"[17,21]",Private,193830,<= 12th,"[1,8]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,247
"(29,33]",Private,231043,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,248
"(37,43]",Private,254440,Associate,"(10,12]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,249
"(61,90]",Private,169871,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,250
"(54,61]",Private,34269,High School,"(8,9]",Spouseless,Transport-moving,Unmarried,White or Asian-Pac-Islander,Male,>40,US,1,0,251
"(37,43]",Private,233130,Some-college,"(9,10]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,252
"(23,25]",Self-emp-inc,165474,Bachelors,"(12,13]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,253
"(61,90]",Other,28929,<= 12th,"[1,8]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,254
"(37,43]",Private,180572,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,1,0,255
"(61,90]",Private,86108,High School,"(8,9]",Spouseless,Agriculture,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,256
"(35,37]",Private,86551,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,257
"(37,43]",Private,138192,Bachelors,"(12,13]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,1,258
"(29,33]",Private,118966,High School,"(8,9]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,259
"(43,54]",State-gov,327886,Above Masters,"(13,16]",Spouseless,Prof-specialty,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,1,0,260
"(43,54]",Private,38563,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,1,0,261
"(25,29]",Self-emp-inc,142712,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,262
"[17,21]",Private,62339,<= 12th,"[1,8]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,263
"[17,21]",Private,368700,<= 12th,"[1,8]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,264
"(25,29]",Self-emp-not-inc,266855,Bachelors,"(12,13]",Spouseless,Prof-specialty,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,265
"(23,25]",Private,121313,Some-college,"(9,10]",Spouseless,Transport-moving,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,266
"(43,54]",Self-emp-not-inc,160724,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,0,267
"(37,43]",Private,194636,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,268
"(37,43]",Private,117683,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,269
"[17,21]",Private,376540,High School,"(8,9]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,270
"(29,33]",Private,270335,Bachelors,"(12,13]",With Spouse,Administration,Child or other relative,White or Asian-Pac-Islander,Male,40,Non-US,1,0,271
"(37,43]",Private,95336,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,272
"(29,33]",Private,258498,Some-college,"(9,10]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Female,>40,US,0,0,273
"(43,54]",Other,144397,Some-college,"(9,10]",Spouseless,Other,Unmarried,Other,Female,<40,US,0,0,274
"(37,43]",Self-emp-not-inc,177307,Above Masters,"(13,16]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,275
"(37,43]",Private,170108,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,1,276
"(21,23]",Private,226508,Bachelors,"(12,13]",Spouseless,Exec-managerial,Child or other relative,White or Asian-Pac-Islander,Female,>40,US,0,0,277
"(25,29]",Private,109165,High School,"(8,9]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,278
"(61,90]",Local-gov,28856,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,279
"(43,54]",Self-emp-not-inc,311020,<= 12th,"[1,8]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,280
"(33,35]",Private,175878,Some-college,"(9,10]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,281
"(21,23]",Private,543028,High School,"(8,9]",Spouseless,Sales,Child or other relative,Other,Male,40,US,0,0,282
"(37,43]",Private,202027,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,283
"(37,43]",Private,274198,<= 12th,"[1,8]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,284
"(37,43]",Private,97083,Some-college,"(9,10]",With Spouse,Administration,Wife or husband,Other,Female,40,US,0,0,285
"(29,33]",Private,262153,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,286
"(21,23]",Private,91842,Some-college,"(9,10]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,287
"(21,23]",Private,375871,High School,"(8,9]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Female,40,Non-US,0,0,288
"(35,37]",Private,186934,<= 12th,"[1,8]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,289
"(35,37]",Private,176900,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,290
"(29,33]",Private,111567,Bachelors,"(12,13]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Male,40,US,1,0,291
"(29,33]",Private,78602,Associate,"(10,12]",Spouseless,Service,Unmarried,Other,Female,40,US,0,0,292
"[17,21]",Private,241752,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,293
"(37,43]",Private,227065,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,294
"[17,21]",Private,177722,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,295
"(37,43]",Private,176286,Associate,"(10,12]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,296
"(29,33]",Private,169240,High School,"(8,9]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,297
"(25,29]",Private,57066,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,298
"(43,54]",Private,164966,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,1,299
"(35,37]",Other,94954,Associate,"(10,12]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,300
"(35,37]",Private,200153,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,301
"(43,54]",Private,32185,High School,"(8,9]",Spouseless,Transport-moving,Unmarried,White or Asian-Pac-Islander,Male,>40,US,0,0,302
"(23,25]",Private,178326,Some-college,"(9,10]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,303
"[17,21]",Private,255957,Some-college,"(9,10]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,304
"(54,61]",Self-emp-not-inc,154474,High School,"(8,9]",Spouseless,Agriculture,Unmarried,White or Asian-Pac-Islander,Male,>40,US,0,0,305
"(43,54]",Local-gov,318280,High School,"(8,9]",Spouseless,Tech and Secutity,Not-in-family,White or Asian-Pac-Islander,Male,40,US,1,0,306
"(37,43]",Private,349221,High School,"(8,9]",Spouseless,Craft-repair,Child or other relative,Other,Female,<40,US,0,0,307
"(43,54]",Private,187370,Bachelors,"(12,13]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,308
"(37,43]",Private,194636,Associate,"(10,12]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,309
"(43,54]",Federal-gov,33109,Bachelors,"(12,13]",Spouseless,Exec-managerial,Unmarried,White or Asian-Pac-Islander,Male,>40,US,1,0,310
"(43,54]",Private,168212,Above Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,311
"(54,61]",Private,356067,Bachelors,"(12,13]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,1,312
"(37,43]",Self-emp-inc,180804,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,313
"(25,29]",Private,109186,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,314
"(33,35]",Private,124827,Associate,"(10,12]",Spouseless,Transport-moving,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,315
"(37,43]",Private,173208,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,1,316
"(43,54]",Private,107373,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,317
"[17,21]",Other,117201,High School,"(8,9]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,318
"(37,43]",Private,198316,Some-college,"(9,10]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,319
"(37,43]",Private,209370,High School,"(8,9]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,320
"(21,23]",Private,129042,High School,"(8,9]",Spouseless,Machine-op-inspct,Unmarried,Other,Female,40,US,0,0,321
"(25,29]",Private,389713,Some-college,"(9,10]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,322
"[17,21]",Other,241616,High School,"(8,9]",Spouseless,Other,Unmarried,White or Asian-Pac-Islander,Male,40,US,0,0,323
"(35,37]",Private,123785,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,324
"(61,90]",Private,137018,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,325
"(21,23]",Private,137994,Some-college,"(9,10]",Spouseless,Machine-op-inspct,Child or other relative,Other,Female,40,US,0,0,326
"(43,54]",Private,167005,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,327
"(61,90]",Other,196288,Associate,"(10,12]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,328
"(54,61]",Private,125155,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,329
"(43,54]",Self-emp-not-inc,263925,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,0,330
"(29,33]",Private,296453,Bachelors,"(12,13]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,331
"(54,61]",Private,128848,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,332
"(33,35]",Private,157886,Associate,"(10,12]",Spouseless,Service,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,333
"(43,54]",Private,175958,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,334
"(37,43]",Private,223004,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,335
"(29,33]",Private,181651,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,1,336
"(35,37]",Private,117312,Associate,"(10,12]",Spouseless,Tech and Secutity,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,337
"(35,37]",Private,215310,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,338
"(43,54]",State-gov,55863,Above Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,>40,US,1,1,339
"(37,43]",State-gov,227910,Associate,"(10,12]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,40,US,1,0,340
"[17,21]",Local-gov,167816,High School,"(8,9]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,341
